timestamp,cps,cps_err,usv_hr
1776298656.4274175,8.8,1.3266499161421599,0.11029920000000001
1776298661.4483974,11.2,1.4966629547095764,0.1403808
1776298666.53182,11.2,1.4966629547095764,0.1403808
1776298671.5935822,15.8,1.7776388834631178,0.1980372
1776298676.6487224,16.4,1.8110770276274835,0.20555759999999998
1776298681.664447,13.0,1.6124515496597098,0.162942
1776298686.7224267,19.4,1.9697715603592207,0.24315959999999998
1776298691.7494392,12.6,1.5874507866387544,0.1579284
1776298696.8312135,16.6,1.8220867158288598,0.2080644
1776298701.8827584,14.2,1.6852299546352718,0.1779828
1776298706.9291368,13.0,1.6124515496597098,0.162942
1776298711.9874227,12.2,1.5620499351813308,0.1529148
1776298717.0425482,14.8,1.7204650534085253,0.1855032
1776298722.069021,13.0,1.6124515496597098,0.162942
1776298727.1429071,14.8,1.7204650534085253,0.1855032
1776298732.192333,12.4,1.5748015748023623,0.1554216
1776298737.2569408,12.4,1.5748015748023623,0.1554216
1776298741.2887661,8.8,1.3266499161421599,0.11029920000000001
1776298746.3363676,12.8,1.6,0.1604352
1776298751.3760064,14.0,1.6733200530681511,0.175476
1776298756.4563942,15.0,1.7320508075688774,0.18801
1776298761.4967158,15.2,1.7435595774162695,0.1905168
1776298766.56491,15.0,1.7320508075688774,0.18801
1776298771.5982587,13.8,1.6613247725836149,0.17296920000000002
1776298776.6386678,17.2,1.8547236990991407,0.2155848
1776298781.6958084,16.2,1.8,0.2030508
1776298786.7296946,13.6,1.6492422502470643,0.1704624
1776298791.8259358,13.2,1.624807680927192,0.16544879999999998
1776298796.8516297,13.6,1.6492422502470643,0.1704624
1776298801.9322357,14.6,1.708800749063506,0.1829964
1776298806.9737241,11.6,1.5231546211727818,0.1453944
1776298812.0088825,9.2,1.3564659966250536,0.1153128
1776298817.0454304,12.6,1.5874507866387544,0.1579284
1776298822.1151984,11.2,1.4966629547095764,0.1403808
1776298827.160811,9.6,1.3856406460551018,0.1203264
1776298832.2330873,10.4,1.4422205101855956,0.13035360000000001
1776298837.26035,8.0,1.2649110640673518,0.100272
1776298842.352281,6.2,1.1135528725660042,0.0777108
1776298846.37862,6.6,1.1489125293076057,0.08272439999999999
1776298851.4371862,9.6,1.3856406460551018,0.1203264
1776298856.4932537,7.6,1.2328828005937953,0.0952584
1776298861.5340633,9.2,1.3564659966250536,0.1153128
1776298866.5817246,8.6,1.3114877048604001,0.1077924
1776298871.6593916,8.4,1.2961481396815722,0.10528560000000001
1776298876.6852105,10.0,1.4142135623730951,0.12534
1776298881.7705846,7.8,1.2489995996796797,0.0977652
1776298886.7982566,8.6,1.3114877048604001,0.1077924
1776298891.8883524,8.8,1.3266499161421599,0.11029920000000001
1776298896.8977497,9.8,1.4,0.1228332
1776298901.9515994,7.8,1.2489995996796797,0.0977652
1776298907.0321598,12.6,1.5874507866387544,0.1579284
1776298912.0655246,8.2,1.2806248474865698,0.10277879999999999
1776298917.141839,8.4,1.2961481396815722,0.10528560000000001
1776298922.170718,10.0,1.4142135623730951,0.12534
1776298927.2416136,10.0,1.4142135623730951,0.12534
1776298932.2801647,12.0,1.5491933384829668,0.150408
1776298937.3564398,13.8,1.6613247725836149,0.17296920000000002
1776298942.3999763,14.4,1.6970562748477138,0.1804896
1776298946.4691613,6.8,1.1661903789690602,0.0852312
1776298951.4930053,9.6,1.3856406460551018,0.1203264
1776298956.5314877,13.6,1.6492422502470643,0.1704624
1776298961.611479,9.4,1.3711309200802089,0.11781960000000001
1776298966.672272,6.4,1.131370849898476,0.0802176
1776298971.6905863,7.8,1.2489995996796797,0.0977652
1776298976.7602522,7.0,1.1832159566199232,0.087738
1776298981.8347561,5.0,1.0,0.06267
1776298986.8827055,7.4,1.2165525060596438,0.0927516
1776298991.9522653,6.2,1.1135528725660042,0.0777108
1776298997.0066452,8.6,1.3114877048604001,0.1077924
1776299002.0322628,14.0,1.6733200530681511,0.175476
1776299007.0872653,11.0,1.4832396974191326,0.137874
1776299012.1341753,10.8,1.469693845669907,0.13536720000000002
1776299017.2152855,12.6,1.5874507866387544,0.1579284
1776299022.249606,10.6,1.4560219778561037,0.1328604
1776299027.2814238,11.2,1.4966629547095764,0.1403808
1776299032.3750525,12.2,1.5620499351813308,0.1529148
1776299037.4173129,11.6,1.5231546211727818,0.1453944
1776299041.4783325,7.6,1.2328828005937953,0.0952584
1776299046.5350513,12.6,1.5874507866387544,0.1579284
1776299051.5592477,12.8,1.6,0.1604352
1776299056.6285236,11.6,1.5231546211727818,0.1453944
1776299061.6762738,12.6,1.5874507866387544,0.1579284
1776299066.7281132,8.8,1.3266499161421599,0.11029920000000001
1776299071.7652414,12.2,1.5620499351813308,0.1529148
1776299076.8519077,11.6,1.5231546211727818,0.1453944
1776299081.8903363,9.2,1.3564659966250536,0.1153128
1776299086.9597576,7.2,1.2,0.0902448
