time,temperature,gas,humidity,pressure,altitude,pm10standard,pm25standard,pm100standard,pm10env,pm25env,pm100 env,p03um,p05um,p10um,p25um,p50um,p100um
Wed Feb 18 15:53:21 2026,19.70421875,189540,33.2817675475945,1003.2501334808683,83.59036851569725,0,0,0,0,0,0,171,41,3,0,0,0
Wed Feb 18 15:53:22 2026,19.69953125,187918,33.27004126358357,1003.2492755760182,83.59756875401385,0,0,0,0,0,0,171,41,3,0,0,0
Wed Feb 18 15:53:23 2026,19.6954296875,187918,33.26966282095344,1003.2407636894527,83.66900772948861,0,0,0,0,0,0,171,41,3,0,0,0
Wed Feb 18 15:53:24 2026,19.6919140625,187811,33.252399911572404,1003.240120190874,83.67440853560325,0,0,0,0,0,0,180,43,7,0,0,0
Wed Feb 18 15:53:25 2026,19.6878125,189213,33.25202165787808,1003.2367823628547,83.70242256942007,0,0,0,0,0,0,180,43,7,0,0,0
Wed Feb 18 15:53:26 2026,19.6841015625,188996,33.26297138558944,1003.2409895814122,83.66711184612565,0,0,0,0,0,0,180,43,7,0,0,0
Wed Feb 18 15:53:27 2026,19.685859375,189322,33.24055041587409,1003.2404490591999,83.67164838297809,0,0,0,0,0,0,189,49,7,0,0,0
Wed Feb 18 15:53:28 2026,19.6878125,189431,33.24637596137775,1003.2419564009982,83.65899745246391,0,0,0,0,0,0,189,49,7,0,0,0
Wed Feb 18 15:53:29 2026,19.691328125,190417,33.24105460581124,1003.2443246586768,83.63912099411708,0,0,0,0,0,0,189,49,7,0,0,0
Wed Feb 18 15:53:30 2026,19.6954296875,190197,33.24143276674179,1003.2476624891132,83.6111071105425,0,0,0,0,0,0,195,49,7,0,0,0
Wed Feb 18 15:53:31 2026,19.6954296875,190747,33.24143276674179,1003.244213089059,83.64005738159494,0,0,0,0,0,0,195,49,7,0,0,0
Wed Feb 18 15:53:32 2026,19.6971875,190307,33.23594945372156,1003.2505712964957,83.5866940112264,0,0,0,0,0,0,195,49,7,0,0,0
Wed Feb 18 15:53:33 2026,19.69796875,190527,33.2303762959647,1003.2501393934191,83.59031889275848,0,0,0,0,0,0,159,42,7,0,0,0
Wed Feb 18 15:53:34 2026,19.69796875,190307,33.2303762959647,1003.258762930018,83.51794340638149,0,0,0,0,0,0,159,42,7,0,0,0
Wed Feb 18 15:53:35 2026,19.69640625,189431,33.22458732405426,1003.2648008229928,83.46726897016813,0,0,0,0,0,0,159,42,7,0,0,0
Wed Feb 18 15:53:36 2026,19.694453125,190747,33.2187626150173,1003.2667428633723,83.4509699922203,0,0,0,0,0,0,171,45,8,0,0,0
Wed Feb 18 15:53:37 2026,19.6915234375,191524,33.21284820205331,1003.2636194519599,83.47718388485139,0,0,0,0,0,0,171,45,8,0,0,0
Wed Feb 18 15:53:38 2026,19.6909375,191190,33.207149990408205,1003.2557510748194,83.54322120149187,0,0,0,0,0,0,171,45,8,0,0,0
Wed Feb 18 15:53:39 2026,19.689375,190747,33.21829468610659,1003.2583394903507,83.52149723260018,0,0,0,0,0,0,168,44,10,0,0,0
Wed Feb 18 15:53:40 2026,19.6878125,190858,33.21250630995577,1003.2574785214762,83.52872313886593,0,0,0,0,0,0,168,44,10,0,0,0
Wed Feb 18 15:53:41 2026,19.6852734375,192870,33.21791676123871,1003.2515521646159,83.57846177371698,0,0,0,0,0,0,168,44,10,0,0,0
Wed Feb 18 15:53:42 2026,19.681953125,192195,33.20632239536057,1003.2529563299474,83.56667689544932,0,0,0,0,0,0,147,38,10,0,0,0
Wed Feb 18 15:53:43 2026,19.679609375,188779,33.20046264812544,1003.2559764774659,83.54132944775577,0,0,0,0,0,0,147,38,10,0,0,0
Wed Feb 18 15:53:44 2026,19.6770703125,193323,33.21151669534216,1003.2517747605121,83.57659357006895,0,0,0,0,0,0,147,38,10,0,0,0
Wed Feb 18 15:53:45 2026,19.6743359375,193436,33.19997700116809,1003.2472498399308,83.61457040585468,0,0,0,0,0,0,138,35,9,0,0,0
Wed Feb 18 15:53:46 2026,19.6727734375,193209,33.194189549649806,1003.2463888133872,83.62179686080216,0,0,0,0,0,0,138,35,9,0,0,0
Wed Feb 18 15:53:47 2026,19.673359375,191635,33.18860014753389,1003.2542570067302,83.55576058775645,0,0,0,0,0,0,138,35,9,0,0,0
Wed Feb 18 15:53:48 2026,19.67453125,191190,33.18870803536089,1003.2527469828419,83.56843390291446,0,0,0,0,0,0,150,37,9,0,0,0
Wed Feb 18 15:53:49 2026,19.6770703125,192307,33.20587264729229,1003.2534994122404,83.56211891817051,0,0,0,0,0,0,150,37,9,0,0,0
Wed Feb 18 15:53:50 2026,19.6786328125,192307,33.200372711530164,1003.2526357759841,83.56936723945631,0,0,0,0,0,0,150,37,9,0,0,0
Wed Feb 18 15:53:51 2026,19.6794140625,190417,33.211732601997824,1003.2504792943666,83.58746616773936,0,0,0,0,0,0,105,27,8,0,0,0
Wed Feb 18 15:53:52 2026,19.676875,192870,33.20585465783609,1003.2514515517147,83.5793061981465,0,0,0,0,0,0,105,27,8,0,0,0
Wed Feb 18 15:53:53 2026,19.6762890625,193550,33.21708898112952,1003.2573805244464,83.5295456048638,0,0,0,0,0,0,105,27,8,0,0,0
Wed Feb 18 15:53:54 2026,19.6758984375,194349,33.21705299241306,1003.2515601566444,83.57839469818195,0,0,0,0,0,0,96,24,5,0,0,0
Wed Feb 18 15:53:55 2026,19.6743359375,189868,33.22819814220179,1003.2455251958665,83.62904506643977,0,0,0,0,0,0,96,24,5,0,0,0
Wed Feb 18 15:53:56 2026,19.6721875,194120,33.21671110676837,1003.2471438256906,83.61546016575979,0,0,0,0,0,0,96,24,5,0,0,0
Wed Feb 18 15:53:57 2026,19.6696484375,193550,33.227766174181106,1003.2498406352315,83.59282631494474,0,0,0,0,0,0,93,23,8,1,0,0
Wed Feb 18 15:53:58 2026,19.6680859375,194925,33.23326698344105,1003.2489795759756,83.60005302933044,0,0,0,0,0,0,93,23,8,1,0,0
Wed Feb 18 15:53:59 2026,19.6661328125,193778,33.22179765865309,1003.2509213318334,83.58375623120196,0,0,0,0,0,0,93,23,8,1,0,0
Wed Feb 18 15:54:00 2026,19.663984375,192870,33.22724424041952,1003.2577136967022,83.52674936882539,0,0,0,0,0,0,93,25,8,1,0,0
Wed Feb 18 15:54:01 2026,19.660859375,194579,33.238245906186016,1003.2611652965674,83.49778095077075,0,0,0,0,0,0,93,25,8,1,0,0
Wed Feb 18 15:54:02 2026,19.6583203125,195271,33.23236700429801,1003.2569634678052,83.53304586379117,0,0,0,0,0,0,93,25,8,1,0,0
Wed Feb 18 15:54:03 2026,19.6575390625,194694,33.23229500984561,1003.2556705983828,83.54389662221186,0,0,0,0,0,0,114,32,9,1,0,0
Wed Feb 18 15:54:04 2026,19.6559765625,194120,33.22650638559998,1003.2513602651932,83.58007234815364,0,0,0,0,0,0,114,32,9,1,0,0
Wed Feb 18 15:54:05 2026,19.655390625,195852,33.232097028064764,1003.2521152098166,83.57373624656496,0,0,0,0,0,0,114,32,9,1,0,0
Wed Feb 18 15:54:06 2026,19.6559765625,194809,33.23215102266488,1003.2496356695955,83.59454655395163,0,0,0,0,0,0,102,29,8,1,0,0
Wed Feb 18 15:54:07 2026,19.6575390625,193892,33.22665035253162,1003.2522213984448,83.5728450266223,0,0,0,0,0,0,102,29,8,1,0,0
Wed Feb 18 15:54:08 2026,19.659296875,193778,33.23810189387099,1003.2568549503422,83.53395662569503,0,0,0,0,0,0,102,29,8,1,0,0
Wed Feb 18 15:54:09 2026,19.660078125,195271,33.2325289939171,1003.2529739981888,83.5665286095249,0,0,0,0,0,0,114,33,6,1,0,0
Wed Feb 18 15:54:10 2026,19.66203125,196202,33.255290003964404,1003.2510323190982,83.58282473636919,0,0,0,0,0,0,114,33,6,1,0,0
Wed Feb 18 15:54:11 2026,19.663203125,196906,33.255398061563646,1003.2477977603494,83.60997180201642,0,0,0,0,0,0,114,33,6,1,0,0
Wed Feb 18 15:54:12 2026,19.6630078125,196202,33.24973446126965,1003.245749933626,83.62715887738597,0,0,0,0,0,0,135,39,6,1,0,0
Wed Feb 18 15:54:13 2026,19.66359375,195736,33.255434081050886,1003.2467195702359,83.61902087207656,0,0,0,0,0,0,135,39,6,1,0,0
Wed Feb 18 15:54:14 2026,19.6630078125,195619,33.25538005187393,1003.245749933626,83.62715887738597,0,0,0,0,0,0,135,39,6,1,0,0
Wed Feb 18 15:54:15 2026,19.66203125,196553,33.26658180667421,1003.244133873178,83.64072222895055,0,0,0,0,0,0,153,42,6,1,0,0
Wed Feb 18 15:54:16 2026,19.6614453125,196202,33.26652776317342,1003.250062676697,83.59096276195567,0,0,0,0,0,0,153,42,6,1,0,0
Wed Feb 18 15:54:17 2026,19.6626171875,194809,33.27228208285271,1003.2554511886234,83.54573807944628,0,0,0,0,0,0,153,42,6,1,0,0
Wed Feb 18 15:54:18 2026,19.663203125,195968,33.26104387030301,1003.2564208347721,83.5376000577971,0,0,0,0,0,0,144,42,7,1,0,0
Wed Feb 18 15:54:19 2026,19.6665234375,197260,33.27264243390364,1003.2584662526682,83.52043334714558,0,0,0,0,0,0,144,42,7,1,0,0
Wed Feb 18 15:54:20 2026,19.6723828125,196671,33.27318298744279,1003.2595395102782,83.51142576014435,0,0,0,0,0,0,144,42,7,1,0,0
Wed Feb 18 15:54:21 2026,19.6774609375,196436,33.26800506862183,1003.259319790093,83.51326981695316,0,0,0,0,0,0,147,43,7,1,0,0
Wed Feb 18 15:54:22 2026,19.6809765625,198090,33.26832938753294,1003.2530649555505,83.56576522308539,0,0,0,0,0,0,147,43,7,1,0,0
Wed Feb 18 15:54:23 2026,19.682734375,196671,33.2515533657304,1003.2559738265549,83.54135169625287,0,0,0,0,0,0,147,43,7,1,0,0
Wed Feb 18 15:54:24 2026,19.6837109375,195736,33.245997776693194,1003.248966520011,83.60016260571511,0,0,0,0,0,0,156,47,7,1,0,0
Wed Feb 18 15:54:26 2026,19.683515625,197141,33.25162540909548,1003.2486433145632,83.60287521182748,0,0,0,0,0,0,156,47,7,1,0,0
Wed Feb 18 15:54:27 2026,19.6821484375,198448,33.25149933358383,1003.2498302070505,83.59291383674902,0,0,0,0,0,0,156,47,7,1,0,0
Wed Feb 18 15:54:28 2026,19.681171875,196085,33.245763670303134,1003.2482141758373,83.60647689828262,0,0,0,0,0,0,156,45,5,0,0,0
Wed Feb 18 15:54:29 2026,19.6809765625,198448,33.24010027008119,1003.2496156315246,83.59471472982028,0,0,0,0,0,0,156,45,5,0,0,0
Wed Feb 18 15:54:30 2026,19.6801953125,196906,33.22873813131344,1003.2483228050212,83.60556519237787,0,0,0,0,0,0,156,45,5,0,0,0
Wed Feb 18 15:54:31 2026,19.6786328125,198448,33.22859413105714,1003.2509111201643,83.58384193578713,0,0,0,0,0,0,147,42,5,0,0,0
Wed Feb 18 15:54:32 2026,19.6770703125,198568,33.228450133098896,1003.2483254573917,83.60554293149306,0,0,0,0,0,0,147,42,5,0,0,0
Wed Feb 18 15:54:33 2026,19.6743359375,198090,33.22255348279159,1003.2455251958665,83.62904506643977,0,0,0,0,0,0,147,42,5,0,0,0
Wed Feb 18 15:54:34 2026,19.671796875,197733,33.22231953045692,1003.2430481329471,83.64983469285997,0,0,0,0,0,0,135,36,4,0,0,0
Wed Feb 18 15:54:35 2026,19.67296875,198928,33.22807214939251,1003.2415381012632,83.66250818809509,0,0,0,0,0,0,135,36,4,0,0,0
Wed Feb 18 15:54:36 2026,19.6762890625,195040,33.234023035309605,1003.2401340304209,83.6742923819231,0,0,0,0,0,0,135,36,4,0,0,0
Wed Feb 18 15:54:37 2026,19.6758984375,197971,33.222697456475,1003.2498355081527,83.59286934557218,0,0,0,0,0,0,138,34,4,0,0,0
Wed Feb 18 15:54:38 2026,19.6743359375,198329,33.22255348279159,1003.2524237727953,83.57114653934401,0,0,0,0,0,0,138,34,4,0,0,0
Wed Feb 18 15:54:39 2026,19.673359375,196436,33.23375300951254,1003.2525323648032,83.57023514854589,0,0,0,0,0,0,138,34,4,0,0,0
Wed Feb 18 15:54:40 2026,19.66984375,197615,33.23907402161186,1003.2501638462148,83.59011366499553,0,0,0,0,0,0,120,28,3,0,0,0
Wed Feb 18 15:54:41 2026,19.667109375,198209,33.23317698148617,1003.2421896455936,83.65703986122595,0,0,0,0,0,0,120,28,3,0,0,0
Wed Feb 18 15:54:42 2026,19.66359375,198448,33.23285298188318,1003.2380964937782,83.69139320002938,0,0,0,0,0,0,120,28,3,0,0,0
Wed Feb 18 15:54:43 2026,19.659296875,198329,33.23245699817166,1003.2378843040543,83.69317408636148,0,0,0,0,0,0,126,29,3,0,0,0
Wed Feb 18 15:54:44 2026,19.6551953125,196436,33.23207902993655,1003.2345460623646,83.72119164263492,0,0,0,0,0,0,126,29,3,0,0,0
Wed Feb 18 15:54:45 2026,19.65109375,198329,33.23734586693647,1003.2294832070153,83.76368386720563,0,0,0,0,0,0,126,29,3,0,0,0
Wed Feb 18 15:54:46 2026,19.6471875,200746,33.225696614437226,1003.2281926945346,83.77451508456086,0,0,0,0,0,0,117,26,3,0,0,0
Wed Feb 18 15:54:47 2026,19.642890625,198568,33.236589903373364,1003.229704821347,83.7618238685062,0,0,0,0,0,0,117,26,3,0,0,0
Wed Feb 18 15:54:48 2026,19.6383984375,201237,33.24182079068442,1003.2257199868674,83.7952684482634,0,0,0,0,0,0,117,26,3,0,0,0
Wed Feb 18 15:54:49 2026,19.6352734375,199894,33.25282304082322,1003.2239976272876,83.80972418671105,0,0,0,0,0,0,117,26,2,0,0,0
Wed Feb 18 15:54:50 2026,19.63625,200258,33.24726782022896,1003.2238891644614,83.81063451428204,0,0,0,0,0,0,117,26,2,0,0,0
Wed Feb 18 15:54:51 2026,19.6368359375,198808,33.258612545604485,1003.2214097243989,83.8314444551164,0,0,0,0,0,0,117,26,2,0,0,0
Wed Feb 18 15:54:52 2026,19.63625,200991,33.25855852360763,1003.2187155404417,83.85405678870814,0,0,0,0,0,0,144,34,5,0,0,0
Wed Feb 18 15:54:53 2026,19.635859375,200380,33.26416817916535,1003.2249672744449,83.80158595000681,0,0,0,0,0,0,144,34,5,0,0,0
Wed Feb 18 15:54:54 2026,19.6337109375,201114,33.275262005482354,1003.2334836477804,83.7301084066168,0,0,0,0,0,0,144,34,5,0,0,0
Wed Feb 18 15:54:55 2026,19.6325390625,200136,33.286446683042826,1003.2263707369826,83.7898067174116,0,0,0,0,0,0,126,27,4,0,0,0
Wed Feb 18 15:54:56 2026,19.632734375,198808,33.286464702307185,1003.2215203578621,83.8305159075556,0,0,0,0,0,0,126,27,4,0,0,0
Wed Feb 18 15:54:57 2026,19.6321484375,201854,33.28076416021515,1003.2171016498676,83.86760222438481,0,0,0,0,0,0,126,27,4,0,0,0
Wed Feb 18 15:54:58 2026,19.6315625,201237,33.292003279687464,1003.2213055921383,83.83231843810846,0,0,0,0,0,0,120,27,4,1,0,0
Wed Feb 18 15:54:59 2026,19.6315625,201978,33.292003279687464,1003.223030121092,83.81784446070309,0,0,0,0,0,0,120,27,4,1,0,0
Wed Feb 18 15:55:00 2026,19.6321484375,201483,33.308998738350844,1003.2222752409116,83.82418017015686,0,0,0,0,0,0,120,27,4,1,0,0
Wed Feb 18 15:55:01 2026,19.6301953125,201607,33.31446598436396,1003.2345638099603,83.72104268849247,0,0,0,0,0,0,129,30,5,1,0,0
Wed Feb 18 15:55:02 2026,19.626484375,198209,33.30282863046553,1003.2318716505333,83.74363779026193,0,0,0,0,0,0,129,30,5,1,0,0
Wed Feb 18 15:55:03 2026,19.6227734375,201360,33.30813337368123,1003.2274549548018,83.78070690839627,0,0,0,0,0,0,129,30,5,1,0,0
Wed Feb 18 15:55:04 2026,19.61671875,201978,33.31322189901941,1003.2243330626884,83.80690888078327,0,0,0,0,0,0,129,32,5,1,0,0
Wed Feb 18 15:55:05 2026,19.612421875,201237,33.312825270166165,1003.2310179967124,83.7508024560588,0,0,0,0,0,0,129,32,5,1,0,0
Wed Feb 18 15:55:06 2026,19.6083203125,201483,33.31244668615353,1003.2259547165881,83.79329836674965,0,0,0,0,0,0,129,32,5,1,0,0
Wed Feb 18 15:55:07 2026,19.6048046875,198808,33.323417261689364,1003.2201366475155,83.842129405784,0,1,1,0,1,1,144,40,8,1,0,0
Wed Feb 18 15:55:08 2026,19.6016796875,202101,33.323128756823124,1003.2201383863044,83.84211481209697,0,1,1,0,1,1,144,40,8,1,0,0
Wed Feb 18 15:55:09 2026,19.597578125,200991,33.32839786976882,1003.220248379877,83.84119163419439,0,1,1,0,1,1,144,40,8,1,0,0
Wed Feb 18 15:55:10 2026,19.5940625,202474,33.32807328091124,1003.2178791290606,83.8610768142204,0,1,1,0,1,1,153,43,8,1,0,0
Wed Feb 18 15:55:11 2026,19.5915234375,201607,33.33348676169764,1003.2171259977296,83.86739787186283,0,1,1,0,1,1,153,43,8,1,0,0
Wed Feb 18 15:55:12 2026,19.5872265625,203853,33.338738071307986,1003.2117393595155,83.91260822707272,0,1,1,0,1,1,153,43,8,1,0,0
Wed Feb 18 15:55:13 2026,19.58234375,202350,33.3326391823219,1003.2053830227013,83.96595756957797,0,1,1,0,1,1,144,42,8,1,0,0
Wed Feb 18 15:55:14 2026,19.57765625,199048,33.34350249196671,1003.2062474446475,83.95870237747134,0,1,1,0,1,1,144,42,8,1,0,0
Wed Feb 18 15:55:15 2026,19.57296875,200869,33.34871792104829,1003.1984898954946,84.02381255450801,0,1,1,0,1,1,144,42,8,1,0,0
Wed Feb 18 15:55:16 2026,19.569453125,203727,33.337096927565995,1003.2047422823903,83.97133537944414,0,1,1,0,1,1,141,44,9,1,0,0
Wed Feb 18 15:55:17 2026,19.56515625,202474,33.36494231220601,1003.2079772468751,83.94418396503988,0,1,1,0,1,1,141,44,9,1,0,0
Wed Feb 18 15:55:18 2026,19.561640625,203475,33.36461751248842,1003.2056076744004,83.96407204172887,0,1,1,0,1,1,141,44,9,1,0,0
Wed Feb 18 15:55:19 2026,19.5575390625,200502,33.36988756251859,1003.2057170218395,83.96315427607128,0,1,1,0,1,1,147,47,12,2,0,0
Wed Feb 18 15:55:20 2026,19.553828125,200869,33.38084318477679,1003.2047484523871,83.97128359391166,0,1,1,0,1,1,147,47,12,2,0,0
